CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.cellVoltage3 [V],BATTERY.cellVoltage4 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
9/29/2024,3:01:20.74 PM,0m 37.1s,37.1,55.3536632741035,13.4215330900286,9.5,10.1,24.2,10,124.6,11.504484,11.504484,-10.289924,0.223694,5.144962,5.144962,0,0,-4.9,3.4,149.8,149.8,153.5,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,144.3,144.3,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,880,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.331,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,432,35,,18,10,30729.2,7879.28,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,119.2,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:20.84 PM,0m 37.2s,37.2,55.3536591208178,13.4215368284381,9.5,10.1,24.2,10,126.3,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-5,3.5,149.6,149.6,152.9,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,144.1,144.1,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.331,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,432,35,,18,10,30729.2,7879.28,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,120.9,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:20.94 PM,0m 37.3s,37.3,55.3536549873733,13.4215405407776,9.5,10.1,23.9,10,128.0,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-4.9,3.7,149.5,149.5,152.9,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,144,144,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.323,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,122.6,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:21.04 PM,0m 37.4s,37.4,55.3536507353956,13.4215441375652,9.5,10.1,23.9,10,129.7,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-4.9,3.8,149.3,149.3,154.3,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,143.8,143.8,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.323,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,124.3,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:21.14 PM,0m 37.5s,37.5,55.3536465735087,13.4215479069875,9.5,10.1,24.2,10,131.4,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-4.9,3.9,149.2,149.2,152.7,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,143.7,143.7,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.323,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,126.0,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:21.24 PM,0m 37.6s,37.6,55.3536424976687,13.421551707302,9.5,10.1,24.2,10,133.1,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-4.9,3.8,149.1,149.1,152.0,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,143.5,143.5,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.323,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,127.7,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:21.34 PM,0m 37.7s,37.7,55.3536383220745,13.4215555297684,9.5,10.1,24.2,10,134.8,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-4.8,3.8,148.9,148.9,152.5,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,143.4,143.4,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.323,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,129.4,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:21.44 PM,0m 37.8s,37.8,55.3536342670696,13.4215595637184,9.5,10.1,24.2,10,136.5,11.606248,11.606248,-10.289924,0.223694,5.368656,5.368656,0,0,-5,3.6,148.8,148.8,150.5,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,143.2,143.2,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1434,1024,883,0,False,False,False,False,False,0,False,False,False,False,33,14.338,945,2901,14.323,False,3.586,3.608,3.599,3.546,0.065,False,False,7.543,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,131.1,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539617922355,13.4212479799197,8.0012,,
9/29/2024,3:01:21.54 PM,0m 37.9s,37.9,55.3536300882542,13.421563445935,9.5,10.1,24.2,10,138.2,11.908423,11.908423,-10.513618,0.223694,5.59235,5.59235,0,0,-5.3,3.7,148.7,148.7,152.1,P-GPS,Auto Fly,,21,5,True,,Mavic 2,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,143.1,143.1,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1436,1024,882,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.323,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,132.8,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:21.64 PM,0m 38.0s,38.0,55.3536256144938,13.4215673127054,9.5,10.1,24.2,10,140.1,11.908423,11.908423,-10.513618,0.223694,5.59235,5.59235,0,0,-5.5,3.5,148.5,148.5,153.8,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,142.9,142.9,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1440,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.323,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,134.6,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:21.74 PM,0m 38.1s,38.1,55.3536213902733,13.4215712452988,9.5,10.1,24.2,10,141.8,11.908423,11.908423,-10.513618,0.223694,5.59235,5.59235,0,0,-5.6,3.3,148.3,148.3,152.1,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-90,0,142.8,142.8,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1444,1024,881,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.323,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,136.3,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:21.84 PM,0m 38.2s,38.2,55.3536172882868,13.4215753501351,9.5,10.1,24.2,10,143.5,11.908423,11.908423,-10.513618,0.223694,5.59235,5.59235,0,0,-5.8,3.3,148.1,148.1,150.3,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,142.6,142.6,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1447,1024,878,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.323,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,434,36,,18,10,30546.0,7832.32,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,138.0,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,16.4,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:21.94 PM,0m 38.3s,38.3,55.3536130503248,13.42157938514,9.5,10.1,24.2,10,145.3,11.908423,11.908423,-10.513618,0.223694,5.59235,5.59235,0,0,-5.8,3.3,148,148,151.5,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,142.5,142.5,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1461,1024,861,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.324,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,435,36,,19,10,30370.2,7787.23,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,139.8,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,32.8,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:22.04 PM,0m 38.4s,38.4,55.3536088005061,13.4215835764745,9.5,10.1,24.2,10,147.1,12.015095,12.015095,-10.513618,0.223694,5.816044,5.816044,0,0,-6.1,3.3,147.8,147.8,150.7,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,142.3,142.3,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1463,1024,823,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.324,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,435,36,,19,10,30370.2,7787.23,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,141.5,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,32.8,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:22.14 PM,0m 38.5s,38.5,55.3536045337247,13.4215877333906,9.5,10.1,24.2,10,148.8,12.015095,12.015095,-10.513618,0.223694,5.816044,5.816044,0,0,-6.6,3.4,147.5,147.5,151.0,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,142,142,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1467,1024,779,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.324,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,435,36,,19,10,30370.2,7787.23,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,143.3,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,32.8,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
9/29/2024,3:01:22.24 PM,0m 38.6s,38.6,55.3536003167689,13.421591971169,9.5,10.1,24.2,10,150.6,12.319427,12.319427,-10.737312,0.223694,6.039738,6.039738,0,0,-7.2,3.7,147.2,147.2,150.2,P-GPS,Auto Fly,,21,5,True,,Mavic 2,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-89.9,0,141.5,141.5,False,False,False,False,False,True,,True,Needs Formatted,,,1024,1467,1024,773,0,False,False,False,False,False,0,False,False,False,False,33,14.321,943,2901,14.324,False,3.581,3.604,3.595,3.541,0.065,False,False,7.877,113.9,113.5,113.9,435,36,,19,10,30370.2,7787.23,,Idle,,25,,10,,0,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,55.3539682944175,13.4213263867747,145.1,,984.2,True,1,1,False,False,False,False,,False,False,False,Course Lock,98.4,31,32.8,18,,,,,Calm,False,False,iOS,4.3.64,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,216.3,2175.9,392.7,31.641516,9.171454,0,164,Zoomster 2,0M63G820H1V008,0K8HFB801103C3,0VELF7E10601P2,0P2AF8T534023X,,iOS,4.3.64,111C2313-DD9C-4E0D-B5A9-A6F7704ADE73,0M63G820H1V008,0K8HFB801103C3,,0VELF7E10601P2,0P2AF8T534023X,55.3539648488028,13.4212604016764,8.0012,,
